"UAAXK0000","UAAXK0000_ORG","UAA","res","x","y"
450,230,450,10000,4590,2740
1500,620,1500,10000,4630,2740
190,0,190,10000,4710,2740
2520,470,2520,10000,4760,2740
3000,430,3000,10000,4770,2740
3450,670,3450,10000,4780,2740
3680,610,3680,10000,4790,2740
5660,130,5710,10000,5280,2740
6040,90,6150,10000,5290,2740
7650,1930,7650,10000,3420,2730
3460,910,3460,10000,3430,2730
4100,1400,4100,10000,3440,2730
4410,1730,4410,10000,3450,2730
8210,730,8210,10000,3480,2730
7690,1170,7690,10000,3490,2730
8520,1370,8520,10000,3500,2730
7960,1010,7960,10000,3510,2730
4860,610,4860,10000,3560,2730
5020,410,5020,10000,3570,2730
2860,430,2860,10000,4210,2730
910,280,910,10000,4720,2730
2160,430,2170,10000,4730,2730
600,120,600,10000,4760,2730
2460,660,2470,10000,4770,2730
4320,1090,4320,10000,4780,2730
3940,940,3940,10000,4790,2730
4150,1090,4150,10000,4800,2730
5840,1520,5840,10000,4810,2730
8270,1430,8270,10000,3420,2720
5690,1670,5690,10000,3430,2720
6150,2170,6150,10000,3440,2720
7580,1680,7580,10000,3450,2720
8160,530,8160,10000,3480,2720
8000,910,8000,10000,3490,2720
4400,810,4400,10000,3500,2720
8350,720,8350,10000,3510,2720
3670,410,3670,10000,3560,2720
2870,310,2870,10000,3570,2720
4060,1060,4060,10000,4210,2720
3300,470,3300,10000,4260,2720
4360,1930,4360,10000,4480,2720
1760,1200,1760,10000,4500,2720
1310,880,1310,10000,4510,2720
1560,1230,1570,10000,4560,2720
2230,470,2230,10000,4720,2720
1830,370,1840,10000,4730,2720
2020,590,2030,10000,4760,2720
4520,1200,4520,10000,4780,2720
2850,1110,2860,10000,4790,2720
2190,1800,2190,10000,4800,2720
3330,950,3330,10000,4810,2720
8890,2160,8890,10000,3500,2710
6610,640,6610,10000,3510,2710
4570,340,4570,10000,4200,2710
5330,770,5330,10000,4220,2710
5970,610,5970,10000,4230,2710
6470,900,6470,10000,4240,2710
5310,960,5310,10000,4250,2710
6760,1120,6760,10000,4260,2710
2870,210,2870,10000,4270,2710
1760,490,1760,10000,4460,2710
4360,560,4360,10000,4470,2710
3640,1780,3640,10000,4490,2710
2640,1580,2640,10000,4510,2710
1570,1220,1570,10000,4570,2710
750,540,750,10000,4580,2710
2300,960,2300,10000,4610,2710
2820,1000,2830,10000,4620,2710
2400,1320,2400,10000,4630,2710
960,500,960,10000,4680,2710
2920,730,2920,10000,4690,2710
1410,440,1410,10000,4700,2710
1600,510,1600,10000,4710,2710
2690,520,2690,10000,4740,2710
4220,640,4230,10000,4750,2710
4440,880,4440,10000,4760,2710
3620,870,3630,10000,4770,2710
3070,610,3070,10000,4780,2710
2160,770,2160,10000,4790,2710
8620,1120,8620,10000,3500,2700
8520,1610,8520,10000,3510,2700
3100,330,3100,10000,4200,2700
3210,0,3210,10000,4210,2700
3210,310,3220,10000,4220,2700
4770,1370,4770,10000,4230,2700
5690,410,5690,10000,4240,2700
5820,1370,5820,10000,4250,2700
5140,580,5140,10000,4260,2700
4380,190,4380,10000,4270,2700
4320,820,4320,10000,4280,2700
5910,260,5910,10000,4290,2700
6210,1340,6210,10000,4300,2700
10100,670,10100,10000,4310,2700
5720,1330,5720,10000,4460,2700
3790,1510,3790,10000,4470,2700
3540,930,3540,10000,4500,2700
1440,680,1440,10000,4510,2700
4040,2810,4040,10000,4560,2700
5370,2230,5370,10000,4590,2700
3050,1280,3050,10000,4610,2700
680,410,680,10000,4620,2700
NA,NA,NA,10000,4680,2700
1880,610,1890,10000,4690,2700
900,310,900,10000,4700,2700
NA,NA,NA,10000,4710,2700
3220,580,3220,10000,4740,2700
3450,590,3450,10000,4750,2700
4080,330,4090,10000,4760,2700
4540,490,4550,10000,4770,2700
3770,1030,3770,10000,4780,2700
5410,1380,5420,10000,4790,2700
3450,750,3450,10000,4100,2690
4840,1500,4840,10000,4110,2690
4180,1200,4180,10000,4150,2690
4580,530,4580,10000,4180,2690
4460,1040,4460,10000,4190,2690
2240,820,2240,10000,4200,2690
2540,910,2550,10000,4210,2690
5750,730,5750,10000,4220,2690
5020,910,5020,10000,4230,2690
4590,1190,4590,10000,4240,2690
5680,2010,5680,10000,4250,2690
4530,1420,4530,10000,4280,2690
6410,860,6410,10000,4290,2690
1460,810,1460,10000,4500,2690
1820,840,1820,10000,4510,2690
3310,2020,3310,10000,4520,2690
3780,2250,3780,10000,4530,2690
3380,1980,3380,10000,4540,2690
3950,2070,3950,10000,4550,2690
3400,2050,3400,10000,4560,2690
3040,1320,3040,10000,4570,2690
NA,NA,NA,10000,4640,2690
1400,560,1400,10000,4650,2690
1970,1130,1970,10000,4660,2690
1680,900,1680,10000,4670,2690
4350,1050,4350,10000,4680,2690
2480,740,2480,10000,4690,2690
NA,NA,NA,10000,4700,2690
890,270,900,10000,4710,2690
3010,850,3010,10000,4720,2690
4030,920,4030,10000,4730,2690
3530,340,3530,10000,4740,2690
3630,580,3640,10000,4750,2690
5330,220,5340,10000,4760,2690
3970,160,3980,10000,4770,2690
2030,190,2040,10000,4780,2690
2230,1240,2230,10000,4790,2690
780,0,780,10000,4110,2680
4110,750,4110,10000,4150,2680
4750,610,4750,10000,4180,2680
6280,740,6280,10000,4190,2680
4910,380,4910,10000,4200,2680
1450,220,1450,10000,4210,2680
4330,930,4340,10000,4220,2680
4280,810,4280,10000,4230,2680
3940,690,3940,10000,4240,2680
5330,650,5330,10000,4250,2680
2580,560,2580,10000,4280,2680
5030,700,5030,10000,4290,2680
2440,220,2440,10000,4420,2680
5040,860,5040,10000,4430,2680
5180,3160,5180,10000,4500,2680
4150,2700,4160,10000,4510,2680
2520,1840,2520,10000,4530,2680
2450,980,2450,10000,4540,2680
2020,1370,2020,10000,4550,2680
3370,1020,3370,10000,4560,2680
4220,1950,4220,10000,4640,2680
2030,960,2030,10000,4650,2680
3280,1320,3280,10000,4660,2680
4290,1070,4300,10000,4670,2680
4280,490,4280,10000,4680,2680
610,320,610,10000,4690,2680
1700,500,1700,10000,4700,2680
2380,590,2380,10000,4710,2680
1580,220,1580,10000,4720,2680
2030,540,2030,10000,4730,2680
3400,480,3400,10000,4740,2680
3710,570,3720,10000,4750,2680
3980,710,3990,10000,4760,2680
3500,260,3500,10000,4770,2680
4690,470,4700,10000,4780,2680
5830,2080,5840,10000,4790,2680
6700,860,6700,10000,4160,2670
5990,750,5990,10000,4170,2670
4290,200,4290,10000,4200,2670
7680,1260,7680,10000,4210,2670
3850,740,3850,10000,4220,2670
3200,190,3200,10000,4230,2670
2900,820,2900,10000,4260,2670
4720,220,4720,10000,4460,2670
1970,1630,1970,10000,4580,2670
2270,1480,2270,10000,4590,2670
3230,2620,3230,10000,4610,2670
1770,920,1770,10000,4620,2670
880,640,880,10000,4660,2670
2900,1330,2910,10000,4670,2670
1100,450,1100,10000,4680,2670
960,520,960,10000,4690,2670
3540,950,3540,10000,4700,2670
2930,820,2940,10000,4710,2670
2690,400,2690,10000,4720,2670
1390,330,1390,10000,4730,2670
2420,310,2430,10000,4740,2670
4080,330,4090,10000,4770,2670
8570,1780,8640,10000,5220,2670
6550,840,6630,10000,5230,2670
6830,620,6830,10000,4160,2660
8310,650,8310,10000,4170,2660
4860,810,4860,10000,4200,2660
3780,930,3780,10000,4210,2660
1370,260,1370,10000,4240,2660
1770,360,1770,10000,4250,2660
2890,1060,2890,10000,4590,2660
620,520,620,10000,4600,2660
970,690,970,10000,4610,2660
870,550,870,10000,4630,2660
1910,900,1910,10000,4640,2660
2250,1440,2250,10000,4660,2660
1290,310,1290,10000,4670,2660
3960,1800,3960,10000,4680,2660
2440,1180,2440,10000,4690,2660
2270,700,2270,10000,4700,2660
2060,340,2060,10000,4710,2660
3530,270,3530,10000,4720,2660
3480,100,3490,10000,4730,2660
3730,380,3730,10000,4740,2660
4220,400,4230,10000,4760,2660
8650,290,8790,10000,5220,2660
5530,820,5600,10000,5230,2660
8130,1390,8130,10000,3480,2650
6200,860,6200,10000,3490,2650
6390,2150,6390,10000,4100,2650
7340,1050,7340,10000,4110,2650
7780,440,7780,10000,4140,2650
2270,320,2270,10000,4190,2650
770,350,770,10000,4240,2650
1210,460,1210,10000,4250,2650
1590,280,1590,10000,4270,2650
2720,360,2720,10000,4280,2650
1160,330,1160,10000,4290,2650
NA,NA,NA,10000,4620,2650
1440,700,1450,10000,4630,2650
2390,1140,2390,10000,4640,2650
2000,690,2000,10000,4650,2650
3790,500,3800,10000,4680,2650
3550,520,3560,10000,4690,2650
3270,210,3270,10000,4720,2650
4330,190,4330,10000,4730,2650
4430,100,4430,10000,4740,2650
4890,400,4900,10000,4750,2650
5390,450,5410,10000,4760,2650
3260,460,3280,10000,4770,2650
3010,60,3040,10000,4780,2650
2820,620,2860,10000,4790,2650
7380,380,7380,10000,3480,2640
8160,480,8160,10000,3490,2640
6400,450,6400,10000,4100,2640
5440,630,5440,10000,4110,2640
8370,670,8370,10000,4140,2640
3000,680,3000,10000,4150,2640
780,510,780,10000,4240,2640
940,510,940,10000,4250,2640
2990,350,2990,10000,4280,2640
1620,940,1620,10000,4290,2640
2340,960,2350,10000,4620,2640
2910,1050,2920,10000,4630,2640
2000,460,2010,10000,4640,2640
3650,710,3650,10000,4650,2640
5200,650,5210,10000,4680,2640
2270,210,2270,10000,4690,2640
5470,220,5480,10000,4720,2640
2890,120,2900,10000,4730,2640
4440,330,4440,10000,4740,2640
4760,160,4770,10000,4750,2640
4000,180,4000,10000,4760,2640
5100,220,5110,10000,4770,2640
5200,100,5230,10000,4780,2640
3910,90,3920,10000,4790,2640
NA,NA,NA,10000,3430,2630
3750,0,3750,10000,4040,2630
4420,490,4420,10000,4050,2630
7700,670,7700,10000,4100,2630
4720,720,4730,10000,4110,2630
5940,450,5940,10000,4120,2630
4480,310,4480,10000,4130,2630
7550,200,7550,10000,4140,2630
950,420,950,10000,4190,2630
1680,610,1680,10000,4270,2630
2850,1850,2850,10000,4280,2630
1050,1050,1050,10000,4290,2630
3340,510,3340,10000,4410,2630
5990,250,5990,10000,4460,2630
2260,160,2260,10000,4470,2630
1690,300,1690,10000,4520,2630
3420,460,3420,10000,4530,2630
2540,340,2540,10000,4540,2630
2130,430,2140,10000,4550,2630
2460,910,2470,10000,4620,2630
4810,1820,4810,10000,4630,2630
4650,720,4650,10000,4640,2630
5270,1130,5270,10000,4650,2630
2980,960,2980,10000,4660,2630
3990,720,3990,10000,4680,2630
5400,780,5400,10000,4690,2630
3530,420,3540,10000,4720,2630
3180,330,3180,10000,4730,2630
3540,450,3550,10000,4740,2630
4100,260,4110,10000,4750,2630
4270,300,4290,10000,4760,2630
5970,60,5970,10000,4770,2630
2300,670,2310,10000,4040,2620
5910,1040,5910,10000,4050,2620
3110,260,3110,10000,4130,2620
1170,710,1170,10000,4260,2620
3810,2080,3810,10000,4270,2620
550,510,550,10000,4280,2620
220,220,220,10000,4290,2620
1310,90,1310,10000,4400,2620
2230,170,2230,10000,4410,2620
2910,280,2910,10000,4460,2620
1030,130,1030,10000,4470,2620
1490,300,1490,10000,4520,2620
1240,380,1240,10000,4540,2620
1320,230,1320,10000,4620,2620
2220,500,2230,10000,4630,2620
3100,840,3100,10000,4640,2620
4910,750,4910,10000,4650,2620
4750,840,4760,10000,4660,2620
3100,510,3100,10000,4670,2620
3350,370,3350,10000,4680,2620
2370,520,2370,10000,4690,2620
1680,140,1690,10000,4720,2620
1300,150,1300,10000,4730,2620
1890,200,1900,10000,4740,2620
2840,310,2850,10000,4750,2620
5850,250,5870,10000,4760,2620
4220,200,4240,10000,4770,2620
6780,780,6780,10000,4080,2610
3340,440,3340,10000,4090,2610
2190,750,2190,10000,4100,2610
1710,1120,1710,10000,4280,2610
5580,970,5580,10000,4400,2610
3430,360,3430,10000,4410,2610
2770,200,2770,10000,4420,2610
4230,350,4240,10000,4430,2610
740,400,740,10000,4550,2610
2110,470,2120,10000,4680,2610
2490,340,2490,10000,4690,2610
2860,300,2870,10000,4700,2610
2000,270,2010,10000,4710,2610
760,150,760,10000,4720,2610
1330,130,1330,10000,4740,2610
7350,260,7360,10000,4750,2610
2220,310,2220,10000,4080,2600
740,0,740,10000,4090,2600
810,810,810,10000,4260,2600
950,950,950,10000,4290,2600
720,490,720,10000,4310,2600
1640,40,1640,10000,4400,2600
3590,220,3590,10000,4420,2600
5310,360,5310,10000,4430,2600
1240,410,1240,10000,4540,2600
1210,480,1210,10000,4550,2600
590,260,590,10000,4680,2600
700,270,700,10000,4690,2600
1810,180,1810,10000,4700,2600
3170,200,3190,10000,4710,2600
2050,310,2060,10000,4720,2600
2230,410,2250,10000,4730,2600
3290,200,3310,10000,4740,2600
4170,140,4180,10000,4750,2600
3080,70,3090,10000,4400,2590
2520,120,2520,10000,4640,2590
1110,140,1120,10000,4650,2590
3050,160,3070,10000,4700,2590
2540,120,2560,10000,4710,2590
2780,430,2800,10000,4720,2590
2840,150,2860,10000,4730,2590
4170,270,4200,10000,4740,2590
2830,110,2850,10000,4750,2590
6500,0,6500,10000,5040,2590
2540,10,2610,10000,5260,2590
290,270,290,10000,4210,2580
2340,400,2340,10000,4410,2580
1450,140,1460,10000,4640,2580
3450,130,3460,10000,4650,2580
2900,260,2920,10000,4700,2580
4380,130,4390,10000,4710,2580
3260,190,3270,10000,4720,2580
3810,350,3840,10000,4730,2580
4690,260,4730,10000,4740,2580
3700,150,3730,10000,4750,2580
840,350,840,10000,4140,2570
1850,430,1850,10000,4150,2570
3720,220,3740,10000,4680,2570
2700,290,2710,10000,4690,2570
2210,400,2220,10000,4700,2570
1610,250,1620,10000,4710,2570
2490,260,2510,10000,4720,2570
3690,420,3730,10000,4730,2570
3770,340,3810,10000,4740,2570
3280,140,3290,10000,4750,2570
50,0,50,10000,1100,2560
930,270,930,10000,4150,2560
4130,440,4140,10000,4400,2560
1020,100,1020,10000,4410,2560
2110,130,2130,10000,4680,2560
1950,60,1960,10000,4690,2560
1870,170,1890,10000,4700,2560
1810,210,1820,10000,4710,2560
1980,210,1990,10000,4720,2560
2550,420,2570,10000,4730,2560
2830,450,2850,10000,4740,2560
3110,250,3130,10000,4750,2560
3650,650,3660,10000,4370,2550
5490,360,5500,10000,4560,2550
5450,480,5460,10000,4570,2550
6060,470,6060,10000,4580,2550
1950,200,1960,10000,4590,2550
1130,260,1140,10000,4620,2550
2080,330,2090,10000,4630,2550
2750,320,2760,10000,4640,2550
3390,530,3410,10000,4650,2550
2370,220,2380,10000,4720,2550
2720,110,2730,10000,4730,2550
4080,890,4090,10000,4880,2550
7770,700,7770,10000,4890,2550
2860,280,2860,10000,4370,2540
7110,420,7120,10000,4560,2540
6330,370,6340,10000,4570,2540
4760,480,4770,10000,4580,2540
4110,300,4110,10000,4590,2540
780,190,780,10000,4620,2540
1790,270,1790,10000,4630,2540
2250,160,2260,10000,4640,2540
1940,550,1950,10000,4650,2540
3050,80,3070,10000,4720,2540
4480,90,4510,10000,4730,2540
1200,460,1200,10000,4880,2540
830,150,830,10000,4890,2540
4880,500,4890,10000,3540,2530
5440,840,5440,10000,3550,2530
7380,1080,7380,10000,3880,2530
6050,820,6050,10000,3890,2530
1200,240,1200,10000,4380,2530
1670,390,1670,10000,4390,2530
6930,370,6940,10000,4480,2530
5490,120,5500,10000,4500,2530
5590,440,5590,10000,4510,2530
6950,300,6960,10000,4540,2530
5940,120,5950,10000,4550,2530
1070,120,1090,10000,4600,2530
2390,290,2420,10000,4610,2530
3890,440,3920,10000,4620,2530
690,260,690,10000,4630,2530
1810,360,1820,10000,4660,2530
1600,360,1610,10000,4670,2530
3430,510,3430,10000,4980,2530
34410,1410,34410,10000,4990,2530
7330,490,7330,10000,3540,2520
5460,680,5460,10000,3550,2520
7120,1120,7120,10000,3880,2520
5180,510,5180,10000,3890,2520
540,90,540,10000,4380,2520
3770,370,3780,10000,4390,2520
2790,60,2790,10000,4480,2520
4460,390,4470,10000,4490,2520
7960,550,7970,10000,4500,2520
7820,110,7830,10000,4510,2520
6960,160,6970,10000,4540,2520
6660,150,6660,10000,4550,2520
630,180,630,10000,4600,2520
1460,500,1470,10000,4610,2520
1650,190,1670,10000,4620,2520
2000,1200,2000,10000,4630,2520
2830,600,2840,10000,4660,2520
2900,750,2900,10000,4670,2520
8390,900,8400,10000,4980,2520
4530,830,4530,10000,4990,2520
3090,670,3090,10000,3480,2510
3560,650,3560,10000,3490,2510
5660,200,5660,10000,3640,2510
5960,260,5960,10000,3650,2510
7020,520,7020,10000,3880,2510
7230,750,7230,10000,3890,2510
5250,1210,5250,10000,3900,2510
2350,150,2350,10000,3910,2510
1160,100,1160,10000,4280,2510
2840,380,2840,10000,4290,2510
3870,290,3880,10000,4440,2510
3270,180,3280,10000,4450,2510
7140,390,7150,10000,4460,2510
8180,450,8190,10000,4470,2510
6410,170,6420,10000,4480,2510
5980,150,5990,10000,4500,2510
7020,220,7030,10000,4510,2510
1750,230,1750,10000,4610,2510
1940,460,1960,10000,4720,2510
3430,370,3450,10000,4730,2510
NA,NA,NA,10000,4900,2510
1390,110,1390,10000,4910,2510
6780,510,6780,10000,4960,2510
7170,290,7170,10000,4970,2510
3540,910,3540,10000,3480,2500
3230,1080,3230,10000,3490,2500
5120,240,5120,10000,3640,2500
6330,220,6330,10000,3650,2500
5030,870,5030,10000,3880,2500
3620,620,3620,10000,3890,2500
5280,1850,5280,10000,3900,2500
3990,260,3990,10000,3910,2500
3620,100,3620,10000,4280,2500
4990,130,4990,10000,4290,2500
6510,270,6520,10000,4440,2500
8370,360,8370,10000,4450,2500
10740,200,10750,10000,4460,2500
7310,180,7320,10000,4470,2500
5050,130,5060,10000,4480,2500
6680,430,6700,10000,4490,2500
5220,230,5230,10000,4500,2500
4730,170,4740,10000,4510,2500
770,240,770,10000,4610,2500
1900,140,1920,10000,4720,2500
1490,250,1510,10000,4730,2500
1740,970,1750,10000,4900,2500
3730,260,3730,10000,4910,2500
2710,410,2710,10000,4960,2500
6760,1360,6760,10000,4970,2500
3100,190,3100,10000,3500,2490
2030,310,2030,10000,3510,2490
3280,370,3280,10000,3900,2490
3890,510,3890,10000,3910,2490
6000,460,6000,10000,4160,2490
3280,520,3290,10000,4170,2490
2780,70,2790,10000,4240,2490
2500,120,2500,10000,4250,2490
3920,840,3920,10000,4260,2490
3960,110,3960,10000,4270,2490
1780,180,1780,10000,4360,2490
2290,370,2290,10000,4370,2490
3640,510,3640,10000,4380,2490
4180,510,4190,10000,4390,2490
6090,680,6090,10000,4400,2490
4120,90,4130,10000,4410,2490
2550,120,2550,10000,4420,2490
3180,70,3190,10000,4430,2490
6460,350,6470,10000,4440,2490
7770,110,7780,10000,4450,2490
6840,840,6850,10000,4460,2490
5510,370,5530,10000,4470,2490
5270,330,5290,10000,4480,2490
3960,210,3970,10000,4490,2490
1450,450,1460,10000,4760,2490
900,90,900,10000,4770,2490
1470,180,1470,10000,4900,2490
1340,80,1350,10000,4910,2490
1190,80,1190,10000,4920,2490
2590,120,2590,10000,4930,2490
2030,80,2030,10000,4960,2490
5170,370,5180,10000,4970,2490
8470,350,8470,10000,4980,2490
4130,520,4140,10000,3500,2480
4550,660,4550,10000,3510,2480
3410,390,3420,10000,3900,2480
4710,550,4710,10000,3910,2480
4180,260,4180,10000,4160,2480
5900,670,5900,10000,4170,2480
3820,260,3820,10000,4240,2480
3180,300,3180,10000,4260,2480
5580,440,5580,10000,4270,2480
3260,140,3260,10000,4360,2480
1800,240,1800,10000,4370,2480
5620,620,5620,10000,4380,2480
10040,1190,10050,10000,4390,2480
7130,520,7140,10000,4410,2480
7530,1030,7540,10000,4420,2480
3820,140,3820,10000,4430,2480
4520,310,4530,10000,4440,2480
5800,200,5810,10000,4450,2480
5650,430,5660,10000,4460,2480
6780,110,6790,10000,4480,2480
2250,170,2250,10000,4490,2480
1540,470,1550,10000,4760,2480
800,140,800,10000,4770,2480
3880,780,3890,10000,4910,2480
4880,810,4880,10000,4920,2480
1780,180,1780,10000,4930,2480
9600,170,9610,10000,4960,2480
4970,360,4970,10000,4970,2480
4950,60,4960,10000,4980,2480
3970,640,3980,10000,3500,2470
3750,1010,3750,10000,3530,2470
4100,620,4100,10000,3860,2470
3110,1020,3110,10000,3870,2470
4030,680,4030,10000,3900,2470
4590,420,4590,10000,3910,2470
6070,290,6070,10000,3920,2470
3700,570,3700,10000,3930,2470
4460,450,4460,10000,3960,2470
2500,120,2500,10000,3970,2470
5540,390,5540,10000,4360,2470
7090,260,7100,10000,4370,2470
6740,570,6740,10000,4380,2470
4940,310,4940,10000,4390,2470
6140,550,6150,10000,4400,2470
8260,330,8270,10000,4420,2470
5120,270,5130,10000,4430,2470
6820,410,6830,10000,4440,2470
5060,280,5070,10000,4450,2470
11810,1120,11820,10000,4460,2470
8010,330,8020,10000,4470,2470
2980,330,2980,10000,3500,2460
5880,560,5880,10000,3520,2460
4680,850,4680,10000,3860,2460
3770,370,3780,10000,3870,2460
3870,1720,3870,10000,3900,2460
4190,480,4190,10000,3910,2460
5240,640,5240,10000,3920,2460
4510,470,4510,10000,3930,2460
3280,320,3280,10000,3960,2460
1680,390,1680,10000,3970,2460
7670,320,7670,10000,4360,2460
7620,410,7620,10000,4370,2460
8960,430,8960,10000,4380,2460
6300,210,6300,10000,4390,2460
7520,240,7520,10000,4400,2460
8800,1110,8800,10000,4410,2460
6800,270,6810,10000,4420,2460
8620,150,8620,10000,4430,2460
6870,690,6880,10000,4440,2460
3340,280,3340,10000,4450,2460
6640,450,6660,10000,4460,2460
8540,480,8550,10000,4470,2460
4710,600,4710,10000,3500,2450
6300,1020,6300,10000,3510,2450
5240,760,5240,10000,3520,2450
5670,1040,5670,10000,3530,2450
7220,1080,7220,10000,3540,2450
6200,1340,6200,10000,3550,2450
6550,1940,6560,10000,3560,2450
5940,1280,5940,10000,3570,2450
4710,1120,4710,10000,3580,2450
2420,330,2420,10000,3590,2450
1970,320,1970,10000,3600,2450
3270,270,3270,10000,3610,2450
1940,190,1940,10000,3620,2450
2830,300,2830,10000,3630,2450
6790,420,6790,10000,3820,2450
6580,840,6580,10000,3830,2450
3730,610,3730,10000,3900,2450
5450,370,5450,10000,3920,2450
5050,430,5050,10000,3930,2450
5470,750,5470,10000,3940,2450
3210,550,3210,10000,3950,2450
6420,1390,6420,10000,4240,2450
7780,770,7780,10000,4250,2450
8230,890,8230,10000,4420,2450
6900,710,6910,10000,4430,2450
6850,260,6850,10000,4440,2450
7600,400,7600,10000,4450,2450
7200,660,7210,10000,4460,2450
7280,380,7280,10000,4470,2450
5540,990,5540,10000,3500,2440
5190,940,5190,10000,3510,2440
6530,1730,6530,10000,3520,2440
6020,820,6020,10000,3530,2440
7000,980,7000,10000,3540,2440
6110,1330,6110,10000,3550,2440
5680,1290,5680,10000,3560,2440
6160,1600,6160,10000,3570,2440
7460,1870,7460,10000,3580,2440
5120,720,5120,10000,3590,2440
2880,230,2880,10000,3600,2440
2690,230,2690,10000,3610,2440
2450,330,2450,10000,3620,2440
2850,450,2850,10000,3630,2440
3320,660,3320,10000,3820,2440
8070,580,8080,10000,3830,2440
4840,580,4840,10000,3900,2440
3030,660,3030,10000,3910,2440
6230,700,6230,10000,3920,2440
5890,420,5890,10000,3930,2440
3870,850,3870,10000,3940,2440
1950,490,1960,10000,3950,2440
6570,680,6570,10000,4240,2440
6700,410,6700,10000,4250,2440
4410,260,4410,10000,4420,2440
8220,750,8220,10000,4430,2440
6720,750,6730,10000,4440,2440
6860,660,6860,10000,4450,2440
9640,610,9640,10000,4460,2440
5400,310,5400,10000,4470,2440
5120,130,5120,10000,3520,2430
4570,310,4570,10000,3530,2430
7150,1040,7150,10000,3560,2430
7940,1540,7940,10000,3570,2430
6040,790,6040,10000,3580,2430
2960,640,2960,10000,3590,2430
1430,150,1430,10000,3880,2430
4080,790,4080,10000,3890,2430
5840,1460,5840,10000,3920,2430
4070,1340,4070,10000,3930,2430
2050,200,2060,10000,4160,2430
5860,390,5870,10000,4170,2430
10230,2780,10230,10000,4240,2430
6870,890,6880,10000,4260,2430
6390,510,6390,10000,4270,2430
8780,530,8790,10000,4280,2430
9270,820,9270,10000,4290,2430
7810,420,7820,10000,4380,2430
6110,390,6110,10000,4390,2430
5240,400,5240,10000,4440,2430
9420,760,9420,10000,4450,2430
4830,470,4830,10000,3520,2420
4260,160,4260,10000,3530,2420
7030,1410,7030,10000,3560,2420
7990,1010,7990,10000,3570,2420
7100,2230,7100,10000,3580,2420
5670,990,5670,10000,3590,2420
3230,660,3230,10000,3880,2420
1470,260,1480,10000,3890,2420
5180,1870,5180,10000,3920,2420
4660,430,4660,10000,3930,2420
3130,280,3130,10000,4160,2420
3700,260,3700,10000,4170,2420
4480,810,4490,10000,4240,2420
3710,1260,3710,10000,4250,2420
6390,1700,6400,10000,4260,2420
4870,1140,4870,10000,4270,2420
5950,860,5950,10000,4280,2420
6330,750,6330,10000,4290,2420
7280,200,7290,10000,4380,2420
7260,340,7260,10000,4390,2420
8030,290,8030,10000,4440,2420
13640,290,13640,10000,4450,2420
4740,300,4740,10000,3540,2410
5310,630,5310,10000,3550,2410
6860,1090,6860,10000,3560,2410
5020,910,5020,10000,3570,2410
4050,1030,4050,10000,3580,2410
6670,1170,6670,10000,3590,2410
3620,1120,3620,10000,3600,2410
4160,1270,4160,10000,3610,2410
1530,310,1540,10000,3620,2410
1320,220,1320,10000,3630,2410
850,190,850,10000,3860,2410
2210,420,2210,10000,3870,2410
2980,610,2980,10000,3900,2410
2850,340,2850,10000,3910,2410
4880,1130,4880,10000,3920,2410
2500,1130,2500,10000,3930,2410
1150,330,1150,10000,3940,2410
2210,1280,2210,10000,3950,2410
NA,NA,NA,10000,3960,2410
2330,830,2330,10000,3970,2410
5100,340,5110,10000,4160,2410
4680,330,4700,10000,4170,2410
3920,50,3940,10000,4180,2410
4380,190,4380,10000,4190,2410
5130,300,5130,10000,4220,2410
4640,630,4640,10000,4230,2410
1960,590,1970,10000,4280,2410
2700,1150,2700,10000,4290,2410
2910,630,2910,10000,4300,2410
7080,1860,7080,10000,4310,2410
5420,1200,5420,10000,4320,2410
6540,840,6540,10000,4330,2410
7570,1080,7580,10000,4340,2410
7520,450,7520,10000,4350,2410
5390,180,5390,10000,4360,2410
8380,260,8380,10000,4370,2410
6370,190,6380,10000,4380,2410
4160,180,4160,10000,4390,2410
7200,390,7200,10000,4400,2410
7410,200,7420,10000,4410,2410
14670,610,14670,10000,4440,2410
7190,460,7190,10000,4450,2410
5590,320,5590,10000,3540,2400
5910,540,5910,10000,3550,2400
5550,910,5550,10000,3560,2400
6010,600,6010,10000,3570,2400
3950,450,3950,10000,3580,2400
6290,1060,6290,10000,3590,2400
6650,970,6650,10000,3600,2400
4660,1350,4660,10000,3610,2400
3910,1040,3910,10000,3620,2400
2400,480,2410,10000,3630,2400
990,260,990,10000,3860,2400
720,130,720,10000,3870,2400
1990,340,1990,10000,3900,2400
5590,570,5590,10000,3910,2400
3210,930,3210,10000,3920,2400
2080,1030,2080,10000,3930,2400
790,350,790,10000,3940,2400
2820,2170,2820,10000,3950,2400
1570,1020,1570,10000,3960,2400
1640,570,1640,10000,3970,2400
6660,560,6670,10000,4160,2400
5720,210,5730,10000,4190,2400
5290,280,5300,10000,4220,2400
1580,200,1590,10000,4230,2400
1270,450,1270,10000,4280,2400
2400,1360,2400,10000,4290,2400
1700,730,1700,10000,4300,2400
2120,930,2120,10000,4310,2400
2730,1450,2730,10000,4320,2400
7050,1290,7050,10000,4330,2400
9480,1350,9480,10000,4340,2400
6460,720,6460,10000,4350,2400
4840,360,4840,10000,4360,2400
5530,150,5530,10000,4370,2400
6940,220,6940,10000,4380,2400
7110,330,7120,10000,4390,2400
6780,320,6780,10000,4400,2400
9080,100,9090,10000,4410,2400
